ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
16202	10,2,6,7	30,27,16,34	14,1,12,8	17,29,25,32	78	39
16203	17,6,6,12	618,473,494,528	18,4,17,22	676,581,661,655	78	39
16204	91,89,85,77	5,1,0,2	74,71,76,74	4,0,6,1	78	39
16205	101,108,114,104	1,0,2,0	136,80,113,142	2,0,0,1	78	39
16206	91,98,107,112	0,0,0,1	138,64,110,112	0,0,0,0	78	39
16207	29,19,25,10	0,0,0,0	18,17,29,20	0,0,2,0	78	39
16208	65,88,73,69	1,0,0,0	94,80,85,88	0,0,0,0	78	39
16209	27,44,41,38	1,0,0,0	42,32,42,30	0,0,0,0	78	39
16210	55,50,44,46	2,5,6,1	33,51,53,58	1,1,5,4	78	39
16211	65,57,47,50	0,0,3,0	42,38,53,37	2,1,0,1	78	39
16212	22,9,5,14	0,0,1,0	9,12,11,11	0,0,0,0	78	39
16215	60,41,26,29	1,1,1,0	31,25,39,40	1,0,1,0	78	39
16216	2,1,0,0	34,29,22,27	0,3,0,0	17,11,25,29	78	39
16217	16,7,13,11	0,0,0,2	8,8,17,8	1,0,0,0	78	39
16218	33,27,22,28	0,0,0,2	16,11,25,27	1,0,0,0	78	39
16219	35,28,22,27	2,1,2,2	17,11,26,27	2,2,2,0	78	39
16220	34,36,25,29	0,0,0,2	18,13,26,30	1,0,0,0	78	39
16221	49,35,35,38	0,0,0,2	24,19,38,36	1,0,0,0	78	39
16222	29,44,23,33	4,3,4,4	24,15,24,25	1,1,3,2	78	39
16223	1,3,2,1	13,28,10,20	2,0,2,3	9,9,11,12	78	39
16224	29,42,29,21	16,26,16,17	38,25,23,34	20,13,23,19	78	39
16225	28,43,31,24	5,2,2,4	38,28,24,36	1,2,3,0	78	39
16226	29,48,42,21	73,55,73,91	41,26,25,33	77,57,70,68	78	39
16227	43,52,50,47	73,55,73,91	54,31,38,53	77,57,70,68	78	39
16228	24,39,29,34	16,26,16,17	41,26,20,32	20,13,23,19	78	39
16229	44,46,45,39	5,2,2,4	47,38,35,47	1,2,3,0	78	39
16230	0,0,4,0	141,186,165,167	5,10,3,5	185,151,163,146	78	39
16231	315,337,347,344	1,0,3,0	385,324,358,312	1,1,7,2	78	39
